FLOW_ID,PROTOCOL_MAP,L4_SRC_PORT,IPV4_SRC_ADDR,L4_DST_PORT,IPV4_DST_ADDR,FIRST_SWITCHED,FLOW_DURATION_MILLISECONDS,LAST_SWITCHED,PROTOCOL,TCP_FLAGS,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,TCP_WIN_MIN_IN,TCP_WIN_MIN_OUT,TCP_WIN_MSS_IN,TCP_WIN_SCALE_IN,TCP_WIN_SCALE_OUT,SRC_TOS,DST_TOS,TOTAL_FLOWS_EXP,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,TOTAL_PKTS_EXP,TOTAL_BYTES_EXP,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,ANALYSIS_TIMESTAMP,ANOMALY,ALERT,ID
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,29,10710,10710,29,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,31,12482,12482,31,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,32,14696,14696,32,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,31,18715,18715,31,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,32,19064,19064,32,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,30,11100,11100,30,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,31,9510,9510,31,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,32,9980,9980,32,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,31,11166,11166,31,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,33,15124,15124,33,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,34,15552,15552,34,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,33,19565,19565,33,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,34,20066,20066,34,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,32,11716,11716,32,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,33,10082,10082,33,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,34,10296,10296,34,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,33,11782,11782,33,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,35,15727,15727,35,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,36,15902,15902,36,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,35,20524,20524,35,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,36,20982,20982,36,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,34,12284,12284,34,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,35,10398,10398,35,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,36,10804,10804,36,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,35,12350,12350,35,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,37,16273,16273,37,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,38,16644,16644,38,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,37,21528,21528,37,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,38,22074,22074,38,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,36,12932,12932,36,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,37,10906,10906,37,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,38,11376,11376,38,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,37,12998,12998,37,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,39,17071,17071,39,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,40,17498,17498,40,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,39,22537,22537,39,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,40,23000,23000,40,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,38,13500,13500,38,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,39,11478,11478,39,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,40,11948,11948,40,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,39,13566,13566,39,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,41,17920,17920,41,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,42,18342,18342,42,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,41,23452,23452,41,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,42,23904,23904,42,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,40,14052,14052,40,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,41,12050,12050,41,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,42,12456,12456,42,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,41,14118,14118,41,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,43,18701,18701,43,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,44,19060,19060,44,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,43,24354,24354,43,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,44,24804,24804,44,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,42,14604,14604,42,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,43,12558,12558,43,0,0,1719670056,0,None,457817
10.10.0.65-10.0.5.2-3868-22999-6,TCP,3868,10.10.0.65,22999,10.0.5.2,1719670056,0,1719670056,6,2,43400,43400,43400,43400,,,,,,1,74,74,1,74,74,1,0,0,1719670056,0,None,333637
10.0.5.2-10.10.0.65-22999-3868-6,TCP,22999,10.0.5.2,3868,10.10.0.65,1719670056,0,1719670056,6,18,43028,43028,43028,43028,,,,,,1,74,74,1,74,74,1,0,0,1719670056,0,None,206738
10.10.0.65-10.0.5.2-3868-22999-6,TCP,3868,10.10.0.65,22999,10.0.5.2,1719670056,0,1719670056,6,2,43400,43400,43400,43400,,,,,,1,66,74,2,140,140,2,0,0,1719670056,0,None,333637
10.10.0.65-10.0.5.2-3868-22999-6,TCP,3868,10.10.0.65,22999,10.0.5.2,1719670056,0,1719670056,6,2,43400,43400,43400,43400,,,,,,1,66,209,3,349,349,3,0,0,1719670056,0,None,333637
10.0.5.2-10.10.0.65-22999-3868-6,TCP,22999,10.0.5.2,3868,10.10.0.65,1719670056,0,1719670056,6,18,43028,43028,43028,43028,,,,,,1,66,74,2,140,140,2,0,0,1719670056,0,None,206738
10.0.5.2-10.10.0.65-22999-3868-6,TCP,22999,10.0.5.2,3868,10.10.0.65,1719670056,0,1719670056,6,18,43028,43028,43028,43028,,,,,,1,66,620,3,760,760,3,0,0,1719670056,0,None,206738
10.10.0.65-10.0.5.2-3868-22999-6,TCP,3868,10.10.0.65,22999,10.0.5.2,1719670056,0,1719670056,6,2,43400,43400,43400,43400,,,,,,1,66,209,4,415,415,4,0,0,1719670056,0,None,333637
10.0.5.2-10.10.0.65-22999-3868-6,TCP,22999,10.0.5.2,3868,10.10.0.65,1719670056,0,1719670056,6,18,43028,43028,43028,43028,,,,,,1,66,620,4,826,826,4,0,0,1719670056,0,None,206738
10.10.0.65-10.0.5.2-3868-22999-6,TCP,3868,10.10.0.65,22999,10.0.5.2,1719670056,0,1719670056,6,2,43400,43400,43400,43400,,,,,,1,66,209,5,481,481,5,0,0,1719670056,0,None,333637
10.0.5.2-10.10.0.65-22999-3868-6,TCP,22999,10.0.5.2,3868,10.10.0.65,1719670056,0,1719670056,6,18,43028,43028,43028,43028,,,,,,1,66,620,5,892,892,5,0,0,1719670056,0,None,206738
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,44,12724,12724,44,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,43,14670,14670,43,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,45,19181,19181,45,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,46,19302,19302,46,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,45,25193,25193,45,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,46,25582,25582,46,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,44,15108,15108,44,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,45,12826,12826,45,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,46,13296,13296,46,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,45,15174,15174,45,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,47,19727,19727,47,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,48,20152,20152,48,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,47,26657,26657,47,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,48,27732,27732,48,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,46,16284,16284,46,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,47,13398,13398,47,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,48,13804,13804,48,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,47,16350,16350,47,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,49,20516,20516,49,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,50,20880,20880,50,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,49,28222,28222,49,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,50,28712,28712,50,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,48,16884,16884,48,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,49,13906,13906,49,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,50,14584,14584,50,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,49,16950,16950,49,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,51,21519,21519,51,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,52,22158,22158,52,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,51,29411,29411,51,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,52,30110,30110,52,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,50,17692,17692,50,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,51,14686,14686,51,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,52,15076,15076,52,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,51,17758,17758,51,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,53,22501,22501,53,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,54,22844,22844,54,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,53,30630,30630,53,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,54,31150,31150,54,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,52,18324,18324,52,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,53,15178,15178,53,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,54,16080,16080,54,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,53,18390,18390,53,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,55,23705,23705,55,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,56,24566,24566,56,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,55,31600,31600,55,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,56,32050,32050,56,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,54,18876,18876,54,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,55,16182,16182,55,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,56,17180,17180,56,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,55,18942,18942,55,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,2214,57,25527,25527,57,0,0,1719670056,0,None,379169
