FLOW_ID,PROTOCOL_MAP,L4_SRC_PORT,IPV4_SRC_ADDR,L4_DST_PORT,IPV4_DST_ADDR,FIRST_SWITCHED,FLOW_DURATION_MILLISECONDS,LAST_SWITCHED,PROTOCOL,TCP_FLAGS,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,TCP_WIN_MIN_IN,TCP_WIN_MIN_OUT,TCP_WIN_MSS_IN,TCP_WIN_SCALE_IN,TCP_WIN_SCALE_OUT,SRC_TOS,DST_TOS,TOTAL_FLOWS_EXP,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,TOTAL_PKTS_EXP,TOTAL_BYTES_EXP,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,ANALYSIS_TIMESTAMP,ANOMALY,ALERT,ID
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,4162,221,75762,75762,221,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,4162,222,79924,79924,222,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,217,111030,111030,217,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,223,99994,99994,223,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,218,111096,111096,218,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,221,144262,144262,221,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,222,168392,168392,222,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,219,199323,199323,219,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,220,199906,199906,220,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,219,111726,111726,219,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,224,100096,100096,224,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,225,100694,100694,225,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,220,111792,111792,220,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,223,168950,168950,223,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,224,169508,169508,224,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,221,200307,200307,221,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,222,200708,200708,222,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,221,112230,112230,221,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,226,100796,100796,226,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,227,101010,101010,227,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,222,112296,112296,222,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,225,169683,169683,225,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,226,169858,169858,226,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,223,200839,200839,223,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,224,200970,200970,224,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,223,112462,112462,223,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,228,101112,101112,228,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,229,102142,102142,229,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,224,112528,112528,224,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,227,170850,170850,227,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,228,171842,171842,228,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,225,201672,201672,225,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,226,202374,202374,226,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,225,113270,113270,225,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,230,102244,102244,230,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,231,102858,102858,231,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,226,113336,113336,226,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,229,172407,172407,229,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,230,172972,172972,230,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,227,203236,203236,227,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,228,204098,204098,228,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,227,114238,114238,227,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,232,102960,102960,232,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,233,103238,103238,233,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,228,114304,114304,228,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,231,173207,173207,231,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,232,173442,173442,232,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,229,204581,204581,229,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,230,205064,205064,230,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,229,114822,114822,229,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,234,103340,103340,234,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,235,103506,103506,235,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,230,114888,114888,230,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,233,173573,173573,233,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,234,173704,173704,234,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,231,205501,205501,231,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,232,205938,205938,232,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,231,115374,115374,231,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,236,103608,103608,236,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,237,104190,104190,237,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,232,115440,115440,232,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,235,174238,174238,235,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,236,174772,174772,236,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,233,206335,206335,233,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,234,206732,206732,234,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,233,115878,115878,233,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,238,104292,104292,238,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,239,104842,104842,239,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,234,115944,115944,234,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,237,175288,175288,237,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,238,175804,175804,238,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,235,206929,206929,235,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,236,207126,207126,236,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,235,116190,116190,235,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,240,104944,104944,240,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,241,105350,105350,241,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,236,116256,116256,236,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,239,176176,176176,239,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,240,176548,176548,240,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,237,208002,208002,237,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,238,208878,208878,238,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,237,117174,117174,237,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,242,105452,105452,242,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,243,106066,106066,243,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,238,117240,117240,238,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,241,177123,177123,241,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,242,177698,177698,242,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,239,209335,209335,239,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,240,209792,209792,240,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,239,117742,117742,239,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,244,106168,106168,244,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,245,106382,106382,245,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,240,117808,117808,240,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,243,177873,177873,243,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,244,178048,178048,244,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,241,209995,209995,241,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,242,210198,210198,242,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,241,118054,118054,241,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,246,106484,106484,246,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,247,106890,106890,247,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,242,118120,118120,242,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,245,178414,178414,245,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,246,178780,178780,246,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,243,210878,210878,243,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,244,211558,211558,244,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,243,118846,118846,243,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,248,106992,106992,248,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,249,107686,107686,249,0,0,1719670058,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,244,118912,118912,244,0,0,1719670058,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,247,179439,179439,247,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,3000,1719670058,6,16,24571,24571,24571,24571,,,,,,1,66,24130,248,180098,180098,248,0,0,1719670058,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,245,211970,211970,245,0,0,1719670058,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,3000,1719670058,6,24,24571,24571,24571,24571,,,,,,1,130,14018,246,212382,212382,246,0,0,1719670058,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,3000,1719670058,6,24,8556,8556,8556,8556,,,,,,1,66,14054,245,119366,119366,245,0,0,1719670058,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,250,107788,107788,250,0,0,1719670058,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,3000,1719670058,6,24,4364,4364,4364,4364,,,,,,1,66,20070,251,107954,107954,251,0,0,1719670058,0,None,457817
